method,noise_mult,pi_s,huber_k,repeat,value
rftl_s,2,0.05,2.0,37,0.06844872278200369
rftl_s,2,0.05,2.0,38,0.06420964249620219
rftl_s,2,0.05,2.0,39,0.06578559498665491
rftl_s,2,0.05,2.0,40,0.04084613746115843
rftl_s,2,0.05,2.0,41,0.06860872471695154
rftl_s,2,0.05,2.0,42,0.08963982445626313
rftl_s,2,0.05,2.0,43,0.07543270161319622
rftl_s,2,0.05,2.0,44,0.06269237204472937
rftl_s,2,0.05,2.0,45,0.06777320667500768
rftl_s,2,0.05,2.0,46,0.07041144611533427
rftl_s,2,0.05,2.0,47,0.08441618167612865
rftl_s,2,0.05,2.0,48,0.06665004610487348
rftl_s,2,0.05,2.0,49,0.0670394182868345
rftl_s_prec,2,0.05,3.0,0,1.0
rftl_s_prec,2,0.05,3.0,1,0.8571428571428571
rftl_s_prec,2,0.05,3.0,2,1.0
rftl_s_prec,2,0.05,3.0,3,1.0
rftl_s_prec,2,0.05,3.0,4,1.0
rftl_s_prec,2,0.05,3.0,5,1.0
rftl_s_prec,2,0.05,3.0,6,1.0
rftl_s_prec,2,0.05,3.0,7,1.0
rftl_s_prec,2,0.05,3.0,8,1.0
rftl_s_prec,2,0.05,3.0,9,1.0
rftl_s_prec,2,0.05,3.0,10,1.0
rftl_s_prec,2,0.05,3.0,11,1.0
rftl_s_prec,2,0.05,3.0,12,1.0
rftl_s_prec,2,0.05,3.0,13,1.0
rftl_s_prec,2,0.05,3.0,14,1.0
rftl_s_prec,2,0.05,3.0,15,1.0
rftl_s_prec,2,0.05,3.0,16,1.0
rftl_s_prec,2,0.05,3.0,17,1.0
rftl_s_prec,2,0.05,3.0,18,1.0
rftl_s_prec,2,0.05,3.0,19,0.8571428571428571
rftl_s_prec,2,0.05,3.0,20,1.0
rftl_s_prec,2,0.05,3.0,21,1.0
rftl_s_prec,2,0.05,3.0,22,1.0
rftl_s_prec,2,0.05,3.0,23,0.8571428571428571
rftl_s_prec,2,0.05,3.0,24,1.0
rftl_s_prec,2,0.05,3.0,25,1.0
rftl_s_prec,2,0.05,3.0,26,1.0
rftl_s_prec,2,0.05,3.0,27,1.0
rftl_s_prec,2,0.05,3.0,28,1.0
rftl_s_prec,2,0.05,3.0,29,1.0
rftl_s_prec,2,0.05,3.0,30,1.0
rftl_s_prec,2,0.05,3.0,31,1.0
rftl_s_prec,2,0.05,3.0,32,1.0
rftl_s_prec,2,0.05,3.0,33,1.0
rftl_s_prec,2,0.05,3.0,34,1.0
rftl_s_prec,2,0.05,3.0,35,1.0
rftl_s_prec,2,0.05,3.0,36,1.0
rftl_s_prec,2,0.05,3.0,37,1.0
rftl_s_prec,2,0.05,3.0,38,1.0
rftl_s_prec,2,0.05,3.0,39,1.0
rftl_s_prec,2,0.05,3.0,40,0.8571428571428571
rftl_s_prec,2,0.05,3.0,41,1.0
rftl_s_prec,2,0.05,3.0,42,1.0
rftl_s_prec,2,0.05,3.0,43,1.0
rftl_s_prec,2,0.05,3.0,44,1.0
rftl_s_prec,2,0.05,3.0,45,1.0
rftl_s_prec,2,0.05,3.0,46,1.0
rftl_s_prec,2,0.05,3.0,47,1.0
rftl_s_prec,2,0.05,3.0,48,0.8571428571428571
rftl_s_prec,2,0.05,3.0,49,1.0
rftl_s_rec,2,0.05,3.0,0,1.0
rftl_s_rec,2,0.05,3.0,1,1.0
rftl_s_rec,2,0.05,3.0,2,1.0
rftl_s_rec,2,0.05,3.0,3,1.0
rftl_s_rec,2,0.05,3.0,4,1.0
rftl_s_rec,2,0.05,3.0,5,1.0
rftl_s_rec,2,0.05,3.0,6,1.0
rftl_s_rec,2,0.05,3.0,7,1.0
rftl_s_rec,2,0.05,3.0,8,1.0
rftl_s_rec,2,0.05,3.0,9,1.0
rftl_s_rec,2,0.05,3.0,10,1.0
rftl_s_rec,2,0.05,3.0,11,1.0
rftl_s_rec,2,0.05,3.0,12,1.0
rftl_s_rec,2,0.05,3.0,13,1.0
rftl_s_rec,2,0.05,3.0,14,1.0
rftl_s_rec,2,0.05,3.0,15,1.0
rftl_s_rec,2,0.05,3.0,16,1.0
rftl_s_rec,2,0.05,3.0,17,1.0
rftl_s_rec,2,0.05,3.0,18,1.0
rftl_s_rec,2,0.05,3.0,19,1.0
rftl_s_rec,2,0.05,3.0,20,1.0
rftl_s_rec,2,0.05,3.0,21,1.0
rftl_s_rec,2,0.05,3.0,22,1.0
rftl_s_rec,2,0.05,3.0,23,1.0
rftl_s_rec,2,0.05,3.0,24,1.0
rftl_s_rec,2,0.05,3.0,25,1.0
rftl_s_rec,2,0.05,3.0,26,1.0
rftl_s_rec,2,0.05,3.0,27,1.0
rftl_s_rec,2,0.05,3.0,28,1.0
rftl_s_rec,2,0.05,3.0,29,1.0
rftl_s_rec,2,0.05,3.0,30,1.0
rftl_s_rec,2,0.05,3.0,31,1.0
rftl_s_rec,2,0.05,3.0,32,1.0
rftl_s_rec,2,0.05,3.0,33,1.0
rftl_s_rec,2,0.05,3.0,34,1.0
rftl_s_rec,2,0.05,3.0,35,1.0
rftl_s_rec,2,0.05,3.0,36,1.0
rftl_s_rec,2,0.05,3.0,37,1.0
rftl_s_rec,2,0.05,3.0,38,1.0
rftl_s_rec,2,0.05,3.0,39,1.0
rftl_s_rec,2,0.05,3.0,40,1.0
rftl_s_rec,2,0.05,3.0,41,1.0
rftl_s_rec,2,0.05,3.0,42,1.0
rftl_s_rec,2,0.05,3.0,43,1.0
rftl_s_rec,2,0.05,3.0,44,1.0
rftl_s_rec,2,0.05,3.0,45,1.0
rftl_s_rec,2,0.05,3.0,46,1.0
rftl_s_rec,2,0.05,3.0,47,1.0
rftl_s_rec,2,0.05,3.0,48,1.0
rftl_s_rec,2,0.05,3.0,49,1.0
rftl_s,2,0.05,3.0,0,0.08134482063887696
rftl_s,2,0.05,3.0,1,0.05814432309892459
rftl_s,2,0.05,3.0,2,0.06223655178643314
rftl_s,2,0.05,3.0,3,0.07761538139178979
rftl_s,2,0.05,3.0,4,0.08011426133439005
rftl_s,2,0.05,3.0,5,0.06839165044063696
rftl_s,2,0.05,3.0,6,0.07194733393830773
rftl_s,2,0.05,3.0,7,0.08423988290045673
rftl_s,2,0.05,3.0,8,0.059843098187989115
rftl_s,2,0.05,3.0,9,0.07016290044593847
rftl_s,2,0.05,3.0,10,0.06632577254582508
rftl_s,2,0.05,3.0,11,0.0716094174044846
rftl_s,2,0.05,3.0,12,0.0889562587444626
rftl_s,2,0.05,3.0,13,0.06447145364609198
rftl_s,2,0.05,3.0,14,0.04449343987918512
rftl_s,2,0.05,3.0,15,0.08643010704622775
rftl_s,2,0.05,3.0,16,0.0531482185044201
rftl_s,2,0.05,3.0,17,0.0675050893159468
rftl_s,2,0.05,3.0,18,0.0588383837740019
rftl_s,2,0.05,3.0,19,0.08062770343133664
rftl_s,2,0.05,3.0,20,0.0909036035291854
rftl_s,2,0.05,3.0,21,0.08114639641641251
rftl_s,2,0.05,3.0,22,0.05006359484304463
rftl_s,2,0.05,3.0,23,0.07662878799812556
rftl_s,2,0.05,3.0,24,0.0654668326700535
rftl_s,2,0.05,3.0,25,0.06322275246919304
rftl_s,2,0.05,3.0,26,0.06779761918592217
rftl_s,2,0.05,3.0,27,0.07089521585727063
rftl_s,2,0.05,3.0,28,0.05453900742841678
rftl_s,2,0.05,3.0,29,0.060610287935535474
rftl_s,2,0.05,3.0,30,0.07969688485070629
rftl_s,2,0.05,3.0,31,0.05753932945279818
rftl_s,2,0.05,3.0,32,0.056852428534746445
rftl_s,2,0.05,3.0,33,0.07604572041723741
rftl_s,2,0.05,3.0,34,0.06888211440200213
rftl_s,2,0.05,3.0,35,0.04068464065200127
rftl_s,2,0.05,3.0,36,0.0715401554987382
rftl_s,2,0.05,3.0,37,0.06908370336620893
rftl_s,2,0.05,3.0,38,0.06938533491766184
rftl_s,2,0.05,3.0,39,0.10762576727458188
rftl_s,2,0.05,3.0,40,0.07073304336178098
rftl_s,2,0.05,3.0,41,0.07438657828981263
rftl_s,2,0.05,3.0,42,0.07598588963436186
rftl_s,2,0.05,3.0,43,0.06260780854274332
rftl_s,2,0.05,3.0,44,0.042638960734686225
rftl_s,2,0.05,3.0,45,0.09059210877601709
rftl_s,2,0.05,3.0,46,0.0500999080230621
rftl_s,2,0.05,3.0,47,0.0713288809946906
rftl_s,2,0.05,3.0,48,0.04529223109451944
rftl_s,2,0.05,3.0,49,0.07722662463782799
baseline,2,0.1,,0,0.0823451219170507
baseline,2,0.1,,1,0.08542919066940631
baseline,2,0.1,,2,0.049299110214440965
baseline,2,0.1,,3,0.06516695206062864
baseline,2,0.1,,4,0.07697912056885362
baseline,2,0.1,,5,0.08158881503362662
baseline,2,0.1,,6,0.06702778207693748
baseline,2,0.1,,7,0.05911237459764762
baseline,2,0.1,,8,0.04935563235143863
baseline,2,0.1,,9,0.08478179151786581
baseline,2,0.1,,10,0.05711445708552034
baseline,2,0.1,,11,0.08936849388917856
baseline,2,0.1,,12,0.07650381621646936
baseline,2,0.1,,13,0.059808732554494
baseline,2,0.1,,14,0.06426650197328758
baseline,2,0.1,,15,0.05383325738091448
baseline,2,0.1,,16,0.06146341816719212
baseline,2,0.1,,17,0.07959429867566488
baseline,2,0.1,,18,0.09879404485663623
baseline,2,0.1,,19,0.08864920041657323
baseline,2,0.1,,20,0.08336833103739578
baseline,2,0.1,,21,0.10574749465825671
baseline,2,0.1,,22,0.06237722023191799
baseline,2,0.1,,23,0.07151195216338392
baseline,2,0.1,,24,0.05328595338001021
baseline,2,0.1,,25,0.04881518074797955
baseline,2,0.1,,26,0.06418225661509003
baseline,2,0.1,,27,0.059468241375019486
baseline,2,0.1,,28,0.09357432011161353
baseline,2,0.1,,29,0.07755230045941934
baseline,2,0.1,,30,0.08248718805605013
baseline,2,0.1,,31,0.06693992472230124
baseline,2,0.1,,32,0.055178701394308804
baseline,2,0.1,,33,0.08791059260848669
baseline,2,0.1,,34,0.07614453879291076
baseline,2,0.1,,35,0.07960699994669791
baseline,2,0.1,,36,0.0430736090882111
baseline,2,0.1,,37,0.07422032920157447
baseline,2,0.1,,38,0.08686223892443717
baseline,2,0.1,,39,0.07731881040253928
baseline,2,0.1,,40,0.052650165329178725
baseline,2,0.1,,41,0.06450360845735938
baseline,2,0.1,,42,0.1016939621702771
baseline,2,0.1,,43,0.07205311239724614
baseline,2,0.1,,44,0.058061963561356435
baseline,2,0.1,,45,0.06723464764861259
baseline,2,0.1,,46,0.08405277685357901
baseline,2,0.1,,47,0.0554743974095845
baseline,2,0.1,,48,0.06439925761344366
baseline,2,0.1,,49,0.04940030715034106
rftl_s_prec,2,0.1,1.0,0,0.2222222222222222
rftl_s_prec,2,0.1,1.0,1,0.2222222222222222
rftl_s_prec,2,0.1,1.0,2,0.2222222222222222
rftl_s_prec,2,0.1,1.0,3,0.2222222222222222
rftl_s_prec,2,0.1,1.0,4,0.2222222222222222
rftl_s_prec,2,0.1,1.0,5,0.2222222222222222
rftl_s_prec,2,0.1,1.0,6,0.2222222222222222
rftl_s_prec,2,0.1,1.0,7,0.2222222222222222
rftl_s_prec,2,0.1,1.0,8,0.2222222222222222
rftl_s_prec,2,0.1,1.0,9,0.2222222222222222
rftl_s_prec,2,0.1,1.0,10,0.2222222222222222
rftl_s_prec,2,0.1,1.0,11,0.2222222222222222
rftl_s_prec,2,0.1,1.0,12,0.2222222222222222
rftl_s_prec,2,0.1,1.0,13,0.2222222222222222
rftl_s_prec,2,0.1,1.0,14,0.2222222222222222
rftl_s_prec,2,0.1,1.0,15,0.2222222222222222
rftl_s_prec,2,0.1,1.0,16,0.2222222222222222
rftl_s_prec,2,0.1,1.0,17,0.2222222222222222
rftl_s_prec,2,0.1,1.0,18,0.2222222222222222
rftl_s_prec,2,0.1,1.0,19,0.2222222222222222
rftl_s_prec,2,0.1,1.0,20,0.2222222222222222
rftl_s_prec,2,0.1,1.0,21,0.2222222222222222
rftl_s_prec,2,0.1,1.0,22,0.2222222222222222
rftl_s_prec,2,0.1,1.0,23,0.2222222222222222
rftl_s_prec,2,0.1,1.0,24,0.2222222222222222
rftl_s_prec,2,0.1,1.0,25,0.2222222222222222
rftl_s_prec,2,0.1,1.0,26,0.2222222222222222
rftl_s_prec,2,0.1,1.0,27,0.2222222222222222
rftl_s_prec,2,0.1,1.0,28,0.2222222222222222
rftl_s_prec,2,0.1,1.0,29,0.2222222222222222
rftl_s_prec,2,0.1,1.0,30,0.2222222222222222
rftl_s_prec,2,0.1,1.0,31,0.2222222222222222
rftl_s_prec,2,0.1,1.0,32,0.2222222222222222
rftl_s_prec,2,0.1,1.0,33,0.2222222222222222
rftl_s_prec,2,0.1,1.0,34,0.2222222222222222
rftl_s_prec,2,0.1,1.0,35,0.2222222222222222
rftl_s_prec,2,0.1,1.0,36,0.2222222222222222
rftl_s_prec,2,0.1,1.0,37,0.2222222222222222
rftl_s_prec,2,0.1,1.0,38,0.2222222222222222
rftl_s_prec,2,0.1,1.0,39,0.2222222222222222
rftl_s_prec,2,0.1,1.0,40,0.2222222222222222
rftl_s_prec,2,0.1,1.0,41,0.2222222222222222
rftl_s_prec,2,0.1,1.0,42,0.2222222222222222
rftl_s_prec,2,0.1,1.0,43,0.2222222222222222
rftl_s_prec,2,0.1,1.0,44,0.2222222222222222
rftl_s_prec,2,0.1,1.0,45,0.2222222222222222
rftl_s_prec,2,0.1,1.0,46,0.2222222222222222
rftl_s_prec,2,0.1,1.0,47,0.2222222222222222
rftl_s_prec,2,0.1,1.0,48,0.2222222222222222
rftl_s_prec,2,0.1,1.0,49,0.2222222222222222
rftl_s_rec,2,0.1,1.0,0,1.0
rftl_s_rec,2,0.1,1.0,1,1.0
rftl_s_rec,2,0.1,1.0,2,1.0
rftl_s_rec,2,0.1,1.0,3,1.0
rftl_s_rec,2,0.1,1.0,4,1.0
rftl_s_rec,2,0.1,1.0,5,1.0
rftl_s_rec,2,0.1,1.0,6,1.0
rftl_s_rec,2,0.1,1.0,7,1.0
rftl_s_rec,2,0.1,1.0,8,1.0
rftl_s_rec,2,0.1,1.0,9,1.0
rftl_s_rec,2,0.1,1.0,10,1.0
rftl_s_rec,2,0.1,1.0,11,1.0
rftl_s_rec,2,0.1,1.0,12,1.0
rftl_s_rec,2,0.1,1.0,13,1.0
rftl_s_rec,2,0.1,1.0,14,1.0
rftl_s_rec,2,0.1,1.0,15,1.0
rftl_s_rec,2,0.1,1.0,16,1.0
rftl_s_rec,2,0.1,1.0,17,1.0
rftl_s_rec,2,0.1,1.0,18,1.0
rftl_s_rec,2,0.1,1.0,19,1.0
rftl_s_rec,2,0.1,1.0,20,1.0
rftl_s_rec,2,0.1,1.0,21,1.0
rftl_s_rec,2,0.1,1.0,22,1.0
rftl_s_rec,2,0.1,1.0,23,1.0
rftl_s_rec,2,0.1,1.0,24,1.0
rftl_s_rec,2,0.1,1.0,25,1.0
rftl_s_rec,2,0.1,1.0,26,1.0
rftl_s_rec,2,0.1,1.0,27,1.0
rftl_s_rec,2,0.1,1.0,28,1.0
rftl_s_rec,2,0.1,1.0,29,1.0
rftl_s_rec,2,0.1,1.0,30,1.0
rftl_s_rec,2,0.1,1.0,31,1.0
rftl_s_rec,2,0.1,1.0,32,1.0
rftl_s_rec,2,0.1,1.0,33,1.0
rftl_s_rec,2,0.1,1.0,34,1.0
rftl_s_rec,2,0.1,1.0,35,1.0
rftl_s_rec,2,0.1,1.0,36,1.0
rftl_s_rec,2,0.1,1.0,37,1.0
rftl_s_rec,2,0.1,1.0,38,1.0
rftl_s_rec,2,0.1,1.0,39,1.0
rftl_s_rec,2,0.1,1.0,40,1.0
rftl_s_rec,2,0.1,1.0,41,1.0
rftl_s_rec,2,0.1,1.0,42,1.0
rftl_s_rec,2,0.1,1.0,43,1.0
rftl_s_rec,2,0.1,1.0,44,1.0
rftl_s_rec,2,0.1,1.0,45,1.0
rftl_s_rec,2,0.1,1.0,46,1.0
rftl_s_rec,2,0.1,1.0,47,1.0
rftl_s_rec,2,0.1,1.0,48,1.0
rftl_s_rec,2,0.1,1.0,49,1.0
rftl_s,2,0.1,1.0,0,0.06105594715840876
rftl_s,2,0.1,1.0,1,0.09861528809954875
rftl_s,2,0.1,1.0,2,0.04138982238782529
rftl_s,2,0.1,1.0,3,0.06517244767446952
rftl_s,2,0.1,1.0,4,0.08461989890278825
rftl_s,2,0.1,1.0,5,0.07097256537980844
rftl_s,2,0.1,1.0,6,0.03270320811227089
rftl_s,2,0.1,1.0,7,0.08189582183926519
rftl_s,2,0.1,1.0,8,0.05453390063258898
rftl_s,2,0.1,1.0,9,0.08450590844103903
rftl_s,2,0.1,1.0,10,0.05250132397103952
rftl_s,2,0.1,1.0,11,0.09025813397399444
rftl_s,2,0.1,1.0,12,0.0781758517014878
rftl_s,2,0.1,1.0,13,0.07127499353063274
rftl_s,2,0.1,1.0,14,0.0641226558445718
rftl_s,2,0.1,1.0,15,0.04452972116158118
rftl_s,2,0.1,1.0,16,0.06409473827703921
rftl_s,2,0.1,1.0,17,0.06799486894832711
rftl_s,2,0.1,1.0,18,0.08964565211312953
rftl_s,2,0.1,1.0,19,0.07786111495655594
rftl_s,2,0.1,1.0,20,0.05325076164592699
rftl_s,2,0.1,1.0,21,0.06920574533528702
rftl_s,2,0.1,1.0,22,0.05302518141674491
rftl_s,2,0.1,1.0,23,0.05464579975484127
rftl_s,2,0.1,1.0,24,0.05505150699638714
rftl_s,2,0.1,1.0,25,0.0611644309867096
rftl_s,2,0.1,1.0,26,0.046190960073913184
rftl_s,2,0.1,1.0,27,0.07109104340936566
rftl_s,2,0.1,1.0,28,0.03763455247347421
rftl_s,2,0.1,1.0,29,0.05251112320253168
rftl_s,2,0.1,1.0,30,0.06054181545095315
rftl_s,2,0.1,1.0,31,0.06669682767665956
rftl_s,2,0.1,1.0,32,0.05182205778852588
rftl_s,2,0.1,1.0,33,0.07813205890410972
rftl_s,2,0.1,1.0,34,0.059906352999134486
rftl_s,2,0.1,1.0,35,0.08249135484584386
rftl_s,2,0.1,1.0,36,0.07417965236919387
rftl_s,2,0.1,1.0,37,0.04438264060404906
rftl_s,2,0.1,1.0,38,0.04459441865851126
rftl_s,2,0.1,1.0,39,0.050638507182620605
rftl_s,2,0.1,1.0,40,0.07028026318824314
rftl_s,2,0.1,1.0,41,0.07092094336673621
rftl_s,2,0.1,1.0,42,0.08553878635476135
rftl_s,2,0.1,1.0,43,0.05002234833910646
rftl_s,2,0.1,1.0,44,0.06717319885576775
rftl_s,2,0.1,1.0,45,0.06193510173331392
rftl_s,2,0.1,1.0,46,0.08634651291347831
rftl_s,2,0.1,1.0,47,0.06684987896042845
rftl_s,2,0.1,1.0,48,0.08093954463807917
rftl_s,2,0.1,1.0,49,0.08474101028888856
rftl_s_prec,2,0.1,1.345,0,0.3125
rftl_s_prec,2,0.1,1.345,1,0.2564102564102564
rftl_s_prec,2,0.1,1.345,2,0.30303030303030304
rftl_s_prec,2,0.1,1.345,3,0.30303030303030304
rftl_s_prec,2,0.1,1.345,4,0.45454545454545453
rftl_s_prec,2,0.1,1.345,5,0.4166666666666667
rftl_s_prec,2,0.1,1.345,6,0.30303030303030304
rftl_s_prec,2,0.1,1.345,7,0.43478260869565216
rftl_s_prec,2,0.1,1.345,8,0.3125
rftl_s_prec,2,0.1,1.345,9,0.2777777777777778
rftl_s_prec,2,0.1,1.345,10,0.29411764705882354
rftl_s_prec,2,0.1,1.345,11,0.37037037037037035
rftl_s_prec,2,0.1,1.345,12,0.4
rftl_s_prec,2,0.1,1.345,13,0.30303030303030304
rftl_s_prec,2,0.1,1.345,14,0.35714285714285715
rftl_s_prec,2,0.1,1.345,15,0.45454545454545453
rftl_s_prec,2,0.1,1.345,16,0.3125
rftl_s_prec,2,0.1,1.345,17,0.3448275862068966
rftl_s_prec,2,0.1,1.345,18,0.25
rftl_s_prec,2,0.1,1.345,19,0.35714285714285715
rftl_s_prec,2,0.1,1.345,20,0.3125
rftl_s_prec,2,0.1,1.345,21,0.3125
rftl_s_prec,2,0.1,1.345,22,0.3225806451612903
rftl_s_prec,2,0.1,1.345,23,0.2631578947368421
rftl_s_prec,2,0.1,1.345,24,0.2631578947368421
rftl_s_prec,2,0.1,1.345,25,0.25
rftl_s_prec,2,0.1,1.345,26,0.29411764705882354
rftl_s_prec,2,0.1,1.345,27,0.5555555555555556
rftl_s_prec,2,0.1,1.345,28,0.37037037037037035
rftl_s_prec,2,0.1,1.345,29,0.24390243902439024
rftl_s_prec,2,0.1,1.345,30,0.2702702702702703
rftl_s_prec,2,0.1,1.345,31,0.3225806451612903
rftl_s_prec,2,0.1,1.345,32,0.2857142857142857
rftl_s_prec,2,0.1,1.345,33,0.5
rftl_s_prec,2,0.1,1.345,34,0.3125
rftl_s_prec,2,0.1,1.345,35,0.3125
rftl_s_prec,2,0.1,1.345,36,0.5
rftl_s_prec,2,0.1,1.345,37,0.37037037037037035
rftl_s_prec,2,0.1,1.345,38,0.3448275862068966
rftl_s_prec,2,0.1,1.345,39,0.3448275862068966
rftl_s_prec,2,0.1,1.345,40,0.3225806451612903
rftl_s_prec,2,0.1,1.345,41,0.30303030303030304
rftl_s_prec,2,0.1,1.345,42,0.29411764705882354
rftl_s_prec,2,0.1,1.345,43,0.29411764705882354
rftl_s_prec,2,0.1,1.345,44,0.37037037037037035
rftl_s_prec,2,0.1,1.345,45,0.3225806451612903
rftl_s_prec,2,0.1,1.345,46,0.3448275862068966
rftl_s_prec,2,0.1,1.345,47,0.2564102564102564
rftl_s_prec,2,0.1,1.345,48,0.4
rftl_s_prec,2,0.1,1.345,49,0.3448275862068966
rftl_s_rec,2,0.1,1.345,0,1.0
rftl_s_rec,2,0.1,1.345,1,1.0
rftl_s_rec,2,0.1,1.345,2,1.0
rftl_s_rec,2,0.1,1.345,3,1.0
rftl_s_rec,2,0.1,1.345,4,1.0
rftl_s_rec,2,0.1,1.345,5,1.0
rftl_s_rec,2,0.1,1.345,6,1.0
rftl_s_rec,2,0.1,1.345,7,1.0
rftl_s_rec,2,0.1,1.345,8,1.0
rftl_s_rec,2,0.1,1.345,9,1.0
rftl_s_rec,2,0.1,1.345,10,1.0
rftl_s_rec,2,0.1,1.345,11,1.0
rftl_s_rec,2,0.1,1.345,12,1.0
rftl_s_rec,2,0.1,1.345,13,1.0
rftl_s_rec,2,0.1,1.345,14,1.0
rftl_s_rec,2,0.1,1.345,15,1.0
rftl_s_rec,2,0.1,1.345,16,1.0
rftl_s_rec,2,0.1,1.345,17,1.0
rftl_s_rec,2,0.1,1.345,18,1.0
rftl_s_rec,2,0.1,1.345,19,1.0
rftl_s_rec,2,0.1,1.345,20,1.0
rftl_s_rec,2,0.1,1.345,21,1.0
rftl_s_rec,2,0.1,1.345,22,1.0
rftl_s_rec,2,0.1,1.345,23,1.0
rftl_s_rec,2,0.1,1.345,24,1.0
rftl_s_rec,2,0.1,1.345,25,1.0
rftl_s_rec,2,0.1,1.345,26,1.0
rftl_s_rec,2,0.1,1.345,27,1.0
rftl_s_rec,2,0.1,1.345,28,1.0
rftl_s_rec,2,0.1,1.345,29,1.0
rftl_s_rec,2,0.1,1.345,30,1.0
rftl_s_rec,2,0.1,1.345,31,1.0
rftl_s_rec,2,0.1,1.345,32,1.0
rftl_s_rec,2,0.1,1.345,33,1.0
rftl_s_rec,2,0.1,1.345,34,1.0
rftl_s_rec,2,0.1,1.345,35,1.0
rftl_s_rec,2,0.1,1.345,36,1.0
rftl_s_rec,2,0.1,1.345,37,1.0
rftl_s_rec,2,0.1,1.345,38,1.0
rftl_s_rec,2,0.1,1.345,39,1.0
rftl_s_rec,2,0.1,1.345,40,1.0
rftl_s_rec,2,0.1,1.345,41,1.0
rftl_s_rec,2,0.1,1.345,42,1.0
rftl_s_rec,2,0.1,1.345,43,1.0
rftl_s_rec,2,0.1,1.345,44,1.0
rftl_s_rec,2,0.1,1.345,45,1.0
rftl_s_rec,2,0.1,1.345,46,1.0
rftl_s_rec,2,0.1,1.345,47,1.0
rftl_s_rec,2,0.1,1.345,48,1.0
rftl_s_rec,2,0.1,1.345,49,1.0
rftl_s,2,0.1,1.345,0,0.06792354061513167
rftl_s,2,0.1,1.345,1,0.07584485715339327
rftl_s,2,0.1,1.345,2,0.059318542639884786
rftl_s,2,0.1,1.345,3,0.05022205623497419
rftl_s,2,0.1,1.345,4,0.07693178510851295
rftl_s,2,0.1,1.345,5,0.05812223806187406
rftl_s,2,0.1,1.345,6,0.047661423075030386
rftl_s,2,0.1,1.345,7,0.0746954902534621
rftl_s,2,0.1,1.345,8,0.0466237422572761
rftl_s,2,0.1,1.345,9,0.0786389528903988
rftl_s,2,0.1,1.345,10,0.05494774212661964
rftl_s,2,0.1,1.345,11,0.08306226009341443
rftl_s,2,0.1,1.345,12,0.0664150050277263
rftl_s,2,0.1,1.345,13,0.0821725218688867
rftl_s,2,0.1,1.345,14,0.07437955353964186
rftl_s,2,0.1,1.345,15,0.06941666775085226
rftl_s,2,0.1,1.345,16,0.07260971697948367
rftl_s,2,0.1,1.345,17,0.06785788810989965
rftl_s,2,0.1,1.345,18,0.08637547468121144
rftl_s,2,0.1,1.345,19,0.0511145331898973
rftl_s,2,0.1,1.345,20,0.07662491484835961
rftl_s,2,0.1,1.345,21,0.08392878169110446
rftl_s,2,0.1,1.345,22,0.053338436400505465
rftl_s,2,0.1,1.345,23,0.061936573271066074
rftl_s,2,0.1,1.345,24,0.04108326810261562
rftl_s,2,0.1,1.345,25,0.04793846738153377
rftl_s,2,0.1,1.345,26,0.08032259654205995
rftl_s,2,0.1,1.345,27,0.07084012568220174
rftl_s,2,0.1,1.345,28,0.08566256220682542
rftl_s,2,0.1,1.345,29,0.041855146560036305
rftl_s,2,0.1,1.345,30,0.09197938093534859
rftl_s,2,0.1,1.345,31,0.07927132180360091
rftl_s,2,0.1,1.345,32,0.057634755154570026
rftl_s,2,0.1,1.345,33,0.06039848349064317
rftl_s,2,0.1,1.345,34,0.07612277958349424
rftl_s,2,0.1,1.345,35,0.07797774918280843
rftl_s,2,0.1,1.345,36,0.08493876095567506
rftl_s,2,0.1,1.345,37,0.04217521280114887
rftl_s,2,0.1,1.345,38,0.049669406829416465
rftl_s,2,0.1,1.345,39,0.07449527456116349
rftl_s,2,0.1,1.345,40,0.10934541920548221
rftl_s,2,0.1,1.345,41,0.09200623438954313
rftl_s,2,0.1,1.345,42,0.08033139982825896
rftl_s,2,0.1,1.345,43,0.04794229969533829
rftl_s,2,0.1,1.345,44,0.05310085006089313
rftl_s,2,0.1,1.345,45,0.06893307517399769
rftl_s,2,0.1,1.345,46,0.08062197567808213
rftl_s,2,0.1,1.345,47,0.07651718932567626
rftl_s,2,0.1,1.345,48,0.06697599221849077
rftl_s,2,0.1,1.345,49,0.05160579041948413
rftl_s_prec,2,0.1,2.0,0,1.0
rftl_s_prec,2,0.1,2.0,1,0.5882352941176471
rftl_s_prec,2,0.1,2.0,2,0.8333333333333334
rftl_s_prec,2,0.1,2.0,3,0.9090909090909091
rftl_s_prec,2,0.1,2.0,4,1.0
rftl_s_prec,2,0.1,2.0,5,0.8333333333333334
rftl_s_prec,2,0.1,2.0,6,0.9090909090909091
rftl_s_prec,2,0.1,2.0,7,1.0
rftl_s_prec,2,0.1,2.0,8,0.8333333333333334
rftl_s_prec,2,0.1,2.0,9,0.5882352941176471
rftl_s_prec,2,0.1,2.0,10,0.6666666666666666
rftl_s_prec,2,0.1,2.0,11,1.0
rftl_s_prec,2,0.1,2.0,12,0.8333333333333334
rftl_s_prec,2,0.1,2.0,13,1.0
rftl_s_prec,2,0.1,2.0,14,0.9090909090909091
rftl_s_prec,2,0.1,2.0,15,0.9090909090909091
rftl_s_prec,2,0.1,2.0,16,0.9090909090909091
