method,noise_mult,pi_s,huber_k,repeat,value
rftl_s_prec,3,0.2,2.0,35,0.6923076923076923
rftl_s_prec,3,0.2,2.0,36,0.9473684210526315
rftl_s_prec,3,0.2,2.0,37,0.9473684210526315
rftl_s_prec,3,0.2,2.0,38,1.0
rftl_s_prec,3,0.2,2.0,39,1.0
rftl_s_prec,3,0.2,2.0,40,0.9473684210526315
rftl_s_prec,3,0.2,2.0,41,1.0
rftl_s_prec,3,0.2,2.0,42,0.6923076923076923
rftl_s_prec,3,0.2,2.0,43,0.9473684210526315
rftl_s_prec,3,0.2,2.0,44,1.0
rftl_s_prec,3,0.2,2.0,45,1.0
rftl_s_prec,3,0.2,2.0,46,1.0
rftl_s_prec,3,0.2,2.0,47,0.6923076923076923
rftl_s_prec,3,0.2,2.0,48,0.9473684210526315
rftl_s_prec,3,0.2,2.0,49,0.9
rftl_s_rec,3,0.2,2.0,0,1.0
rftl_s_rec,3,0.2,2.0,1,1.0
rftl_s_rec,3,0.2,2.0,2,1.0
rftl_s_rec,3,0.2,2.0,3,1.0
rftl_s_rec,3,0.2,2.0,4,1.0
rftl_s_rec,3,0.2,2.0,5,1.0
rftl_s_rec,3,0.2,2.0,6,1.0
rftl_s_rec,3,0.2,2.0,7,1.0
rftl_s_rec,3,0.2,2.0,8,1.0
rftl_s_rec,3,0.2,2.0,9,1.0
rftl_s_rec,3,0.2,2.0,10,1.0
rftl_s_rec,3,0.2,2.0,11,1.0
rftl_s_rec,3,0.2,2.0,12,1.0
rftl_s_rec,3,0.2,2.0,13,1.0
rftl_s_rec,3,0.2,2.0,14,1.0
rftl_s_rec,3,0.2,2.0,15,1.0
rftl_s_rec,3,0.2,2.0,16,1.0
rftl_s_rec,3,0.2,2.0,17,1.0
rftl_s_rec,3,0.2,2.0,18,1.0
rftl_s_rec,3,0.2,2.0,19,1.0
rftl_s_rec,3,0.2,2.0,20,1.0
rftl_s_rec,3,0.2,2.0,21,1.0
rftl_s_rec,3,0.2,2.0,22,1.0
rftl_s_rec,3,0.2,2.0,23,1.0
rftl_s_rec,3,0.2,2.0,24,1.0
rftl_s_rec,3,0.2,2.0,25,1.0
rftl_s_rec,3,0.2,2.0,26,1.0
rftl_s_rec,3,0.2,2.0,27,1.0
rftl_s_rec,3,0.2,2.0,28,1.0
rftl_s_rec,3,0.2,2.0,29,1.0
rftl_s_rec,3,0.2,2.0,30,1.0
rftl_s_rec,3,0.2,2.0,31,1.0
rftl_s_rec,3,0.2,2.0,32,1.0
rftl_s_rec,3,0.2,2.0,33,1.0
rftl_s_rec,3,0.2,2.0,34,1.0
rftl_s_rec,3,0.2,2.0,35,1.0
rftl_s_rec,3,0.2,2.0,36,1.0
rftl_s_rec,3,0.2,2.0,37,1.0
rftl_s_rec,3,0.2,2.0,38,1.0
rftl_s_rec,3,0.2,2.0,39,1.0
rftl_s_rec,3,0.2,2.0,40,1.0
rftl_s_rec,3,0.2,2.0,41,1.0
rftl_s_rec,3,0.2,2.0,42,1.0
rftl_s_rec,3,0.2,2.0,43,1.0
rftl_s_rec,3,0.2,2.0,44,1.0
rftl_s_rec,3,0.2,2.0,45,1.0
rftl_s_rec,3,0.2,2.0,46,1.0
rftl_s_rec,3,0.2,2.0,47,1.0
rftl_s_rec,3,0.2,2.0,48,1.0
rftl_s_rec,3,0.2,2.0,49,1.0
rftl_s,3,0.2,2.0,0,0.08342553084568281
rftl_s,3,0.2,2.0,1,0.044149477636328004
rftl_s,3,0.2,2.0,2,0.06685263696882249
rftl_s,3,0.2,2.0,3,0.059364739044240965
rftl_s,3,0.2,2.0,4,0.07912686064444661
rftl_s,3,0.2,2.0,5,0.09385595933900936
rftl_s,3,0.2,2.0,6,0.056198452457094844
rftl_s,3,0.2,2.0,7,0.06007361395496248
rftl_s,3,0.2,2.0,8,0.07705535079449945
rftl_s,3,0.2,2.0,9,0.0890614227093021
rftl_s,3,0.2,2.0,10,0.11397802289638796
rftl_s,3,0.2,2.0,11,0.0559574123563931
rftl_s,3,0.2,2.0,12,0.06981559329975169
rftl_s,3,0.2,2.0,13,0.07728385586305836
rftl_s,3,0.2,2.0,14,0.043643150789038195
rftl_s,3,0.2,2.0,15,0.04713699144073327
rftl_s,3,0.2,2.0,16,0.06472479555232034
rftl_s,3,0.2,2.0,17,0.05854161462042345
rftl_s,3,0.2,2.0,18,0.0855922756352558
rftl_s,3,0.2,2.0,19,0.0510329260546725
rftl_s,3,0.2,2.0,20,0.045781915918554045
rftl_s,3,0.2,2.0,21,0.05726915803649268
rftl_s,3,0.2,2.0,22,0.05898548798532883
rftl_s,3,0.2,2.0,23,0.060451801333327275
rftl_s,3,0.2,2.0,24,0.04982499069369795
rftl_s,3,0.2,2.0,25,0.09688077486394195
rftl_s,3,0.2,2.0,26,0.07369213959315152
rftl_s,3,0.2,2.0,27,0.06839704347019139
rftl_s,3,0.2,2.0,28,0.05384421081951936
rftl_s,3,0.2,2.0,29,0.05404779768639676
rftl_s,3,0.2,2.0,30,0.0851840554017704
rftl_s,3,0.2,2.0,31,0.05436392544935734
rftl_s,3,0.2,2.0,32,0.0777855381558714
rftl_s,3,0.2,2.0,33,0.07212117860806179
rftl_s,3,0.2,2.0,34,0.07368780386095208
rftl_s,3,0.2,2.0,35,0.05999593785034461
rftl_s,3,0.2,2.0,36,0.08372162113320304
rftl_s,3,0.2,2.0,37,0.08369225883904523
rftl_s,3,0.2,2.0,38,0.0565237104150264
rftl_s,3,0.2,2.0,39,0.0963758453029973
rftl_s,3,0.2,2.0,40,0.06859517611251802
rftl_s,3,0.2,2.0,41,0.04827109629609251
rftl_s,3,0.2,2.0,42,0.06396877565032223
rftl_s,3,0.2,2.0,43,0.036385025603208124
rftl_s,3,0.2,2.0,44,0.03906675097049195
rftl_s,3,0.2,2.0,45,0.06526771521297646
rftl_s,3,0.2,2.0,46,0.0827862926630704
rftl_s,3,0.2,2.0,47,0.08340168921062749
rftl_s,3,0.2,2.0,48,0.08129277894546248
rftl_s,3,0.2,2.0,49,0.06275270256501153
rftl_s_prec,3,0.2,3.0,0,1.0
rftl_s_prec,3,0.2,3.0,1,1.0
rftl_s_prec,3,0.2,3.0,2,1.0
rftl_s_prec,3,0.2,3.0,3,1.0
rftl_s_prec,3,0.2,3.0,4,1.0
rftl_s_prec,3,0.2,3.0,5,1.0
rftl_s_prec,3,0.2,3.0,6,1.0
rftl_s_prec,3,0.2,3.0,7,1.0
rftl_s_prec,3,0.2,3.0,8,1.0
rftl_s_prec,3,0.2,3.0,9,1.0
rftl_s_prec,3,0.2,3.0,10,1.0
rftl_s_prec,3,0.2,3.0,11,1.0
rftl_s_prec,3,0.2,3.0,12,1.0
rftl_s_prec,3,0.2,3.0,13,1.0
rftl_s_prec,3,0.2,3.0,14,1.0
rftl_s_prec,3,0.2,3.0,15,1.0
rftl_s_prec,3,0.2,3.0,16,1.0
rftl_s_prec,3,0.2,3.0,17,1.0
rftl_s_prec,3,0.2,3.0,18,1.0
rftl_s_prec,3,0.2,3.0,19,1.0
rftl_s_prec,3,0.2,3.0,20,1.0
rftl_s_prec,3,0.2,3.0,21,1.0
rftl_s_prec,3,0.2,3.0,22,1.0
rftl_s_prec,3,0.2,3.0,23,1.0
rftl_s_prec,3,0.2,3.0,24,1.0
rftl_s_prec,3,0.2,3.0,25,1.0
rftl_s_prec,3,0.2,3.0,26,1.0
rftl_s_prec,3,0.2,3.0,27,1.0
rftl_s_prec,3,0.2,3.0,28,1.0
rftl_s_prec,3,0.2,3.0,29,1.0
rftl_s_prec,3,0.2,3.0,30,1.0
rftl_s_prec,3,0.2,3.0,31,1.0
rftl_s_prec,3,0.2,3.0,32,1.0
rftl_s_prec,3,0.2,3.0,33,1.0
rftl_s_prec,3,0.2,3.0,34,1.0
rftl_s_prec,3,0.2,3.0,35,1.0
rftl_s_prec,3,0.2,3.0,36,1.0
rftl_s_prec,3,0.2,3.0,37,1.0
rftl_s_prec,3,0.2,3.0,38,1.0
rftl_s_prec,3,0.2,3.0,39,1.0
rftl_s_prec,3,0.2,3.0,40,1.0
rftl_s_prec,3,0.2,3.0,41,1.0
rftl_s_prec,3,0.2,3.0,42,1.0
rftl_s_prec,3,0.2,3.0,43,1.0
rftl_s_prec,3,0.2,3.0,44,1.0
rftl_s_prec,3,0.2,3.0,45,1.0
rftl_s_prec,3,0.2,3.0,46,1.0
rftl_s_prec,3,0.2,3.0,47,1.0
rftl_s_prec,3,0.2,3.0,48,1.0
rftl_s_prec,3,0.2,3.0,49,1.0
rftl_s_rec,3,0.2,3.0,0,1.0
rftl_s_rec,3,0.2,3.0,1,1.0
rftl_s_rec,3,0.2,3.0,2,1.0
rftl_s_rec,3,0.2,3.0,3,1.0
rftl_s_rec,3,0.2,3.0,4,1.0
rftl_s_rec,3,0.2,3.0,5,1.0
rftl_s_rec,3,0.2,3.0,6,1.0
rftl_s_rec,3,0.2,3.0,7,1.0
rftl_s_rec,3,0.2,3.0,8,1.0
rftl_s_rec,3,0.2,3.0,9,1.0
rftl_s_rec,3,0.2,3.0,10,1.0
rftl_s_rec,3,0.2,3.0,11,1.0
rftl_s_rec,3,0.2,3.0,12,1.0
rftl_s_rec,3,0.2,3.0,13,1.0
rftl_s_rec,3,0.2,3.0,14,1.0
rftl_s_rec,3,0.2,3.0,15,1.0
rftl_s_rec,3,0.2,3.0,16,1.0
rftl_s_rec,3,0.2,3.0,17,1.0
rftl_s_rec,3,0.2,3.0,18,1.0
rftl_s_rec,3,0.2,3.0,19,1.0
rftl_s_rec,3,0.2,3.0,20,1.0
rftl_s_rec,3,0.2,3.0,21,1.0
rftl_s_rec,3,0.2,3.0,22,1.0
rftl_s_rec,3,0.2,3.0,23,1.0
rftl_s_rec,3,0.2,3.0,24,1.0
rftl_s_rec,3,0.2,3.0,25,1.0
rftl_s_rec,3,0.2,3.0,26,1.0
rftl_s_rec,3,0.2,3.0,27,1.0
rftl_s_rec,3,0.2,3.0,28,1.0
rftl_s_rec,3,0.2,3.0,29,1.0
rftl_s_rec,3,0.2,3.0,30,1.0
rftl_s_rec,3,0.2,3.0,31,1.0
rftl_s_rec,3,0.2,3.0,32,1.0
rftl_s_rec,3,0.2,3.0,33,1.0
rftl_s_rec,3,0.2,3.0,34,1.0
rftl_s_rec,3,0.2,3.0,35,1.0
rftl_s_rec,3,0.2,3.0,36,1.0
rftl_s_rec,3,0.2,3.0,37,1.0
rftl_s_rec,3,0.2,3.0,38,1.0
rftl_s_rec,3,0.2,3.0,39,1.0
rftl_s_rec,3,0.2,3.0,40,1.0
rftl_s_rec,3,0.2,3.0,41,1.0
rftl_s_rec,3,0.2,3.0,42,1.0
rftl_s_rec,3,0.2,3.0,43,1.0
rftl_s_rec,3,0.2,3.0,44,1.0
rftl_s_rec,3,0.2,3.0,45,1.0
rftl_s_rec,3,0.2,3.0,46,1.0
rftl_s_rec,3,0.2,3.0,47,1.0
rftl_s_rec,3,0.2,3.0,48,1.0
rftl_s_rec,3,0.2,3.0,49,1.0
rftl_s,3,0.2,3.0,0,0.06534479386201593
rftl_s,3,0.2,3.0,1,0.06634861437997068
rftl_s,3,0.2,3.0,2,0.07018886614169588
rftl_s,3,0.2,3.0,3,0.06805176540878997
rftl_s,3,0.2,3.0,4,0.04601965019621704
rftl_s,3,0.2,3.0,5,0.0410868300322827
rftl_s,3,0.2,3.0,6,0.057181542574491616
rftl_s,3,0.2,3.0,7,0.08840706187423227
rftl_s,3,0.2,3.0,8,0.07624732220901556
rftl_s,3,0.2,3.0,9,0.08796991387206723
rftl_s,3,0.2,3.0,10,0.08013098182208282
rftl_s,3,0.2,3.0,11,0.09819009294462953
rftl_s,3,0.2,3.0,12,0.04840873108513356
rftl_s,3,0.2,3.0,13,0.0713356930618277
rftl_s,3,0.2,3.0,14,0.08077536972057603
rftl_s,3,0.2,3.0,15,0.0605672298538053
rftl_s,3,0.2,3.0,16,0.05170555072710384
rftl_s,3,0.2,3.0,17,0.06313949513167898
rftl_s,3,0.2,3.0,18,0.07576593273980897
rftl_s,3,0.2,3.0,19,0.07398943806905073
rftl_s,3,0.2,3.0,20,0.05913351425968321
rftl_s,3,0.2,3.0,21,0.07264688165183562
rftl_s,3,0.2,3.0,22,0.0513229720007684
rftl_s,3,0.2,3.0,23,0.0675231098708586
rftl_s,3,0.2,3.0,24,0.07901200956163733
rftl_s,3,0.2,3.0,25,0.0783500170459644
rftl_s,3,0.2,3.0,26,0.04539527281319165
rftl_s,3,0.2,3.0,27,0.04796632033560481
rftl_s,3,0.2,3.0,28,0.08252019319359595
rftl_s,3,0.2,3.0,29,0.05170860403177738
rftl_s,3,0.2,3.0,30,0.06004754615564946
rftl_s,3,0.2,3.0,31,0.06940199212160958
rftl_s,3,0.2,3.0,32,0.04153438173242317
rftl_s,3,0.2,3.0,33,0.07772690094335846
rftl_s,3,0.2,3.0,34,0.061590804328267766
rftl_s,3,0.2,3.0,35,0.07896448327208268
rftl_s,3,0.2,3.0,36,0.06334236750862877
rftl_s,3,0.2,3.0,37,0.06360370014707312
rftl_s,3,0.2,3.0,38,0.07425685878380751
rftl_s,3,0.2,3.0,39,0.07828375955773764
rftl_s,3,0.2,3.0,40,0.04918010285540499
rftl_s,3,0.2,3.0,41,0.05126682248892064
rftl_s,3,0.2,3.0,42,0.08312042003902184
rftl_s,3,0.2,3.0,43,0.040605239912160675
rftl_s,3,0.2,3.0,44,0.06355011884404584
rftl_s,3,0.2,3.0,45,0.06681318283755601
rftl_s,3,0.2,3.0,46,0.06454933897125806
rftl_s,3,0.2,3.0,47,0.07807871685587914
rftl_s,3,0.2,3.0,48,0.06089858423529136
rftl_s,3,0.2,3.0,49,0.0619270356275395
baseline,3,0.3,,0,0.06647847310752114
baseline,3,0.3,,1,0.06792258208953611
baseline,3,0.3,,2,0.050450314298663486
baseline,3,0.3,,3,0.07016643900755666
baseline,3,0.3,,4,0.0763270617366791
baseline,3,0.3,,5,0.07298068795982078
baseline,3,0.3,,6,0.050409057459442776
baseline,3,0.3,,7,0.04519100923910332
baseline,3,0.3,,8,0.08273242356505885
baseline,3,0.3,,9,0.03833424867585915
baseline,3,0.3,,10,0.07297668899279171
baseline,3,0.3,,11,0.0819975484395199
baseline,3,0.3,,12,0.07849064968450471
baseline,3,0.3,,13,0.061820152650328274
baseline,3,0.3,,14,0.06283610984133502
baseline,3,0.3,,15,0.04855180416695202
baseline,3,0.3,,16,0.06152781391099037
baseline,3,0.3,,17,0.08915647733642088
baseline,3,0.3,,18,0.07275857639847054
baseline,3,0.3,,19,0.0923357620890222
baseline,3,0.3,,20,0.07486810486366437
baseline,3,0.3,,21,0.08087321725039809
baseline,3,0.3,,22,0.07457018011228406
baseline,3,0.3,,23,0.08384400763763401
baseline,3,0.3,,24,0.05396799456105677
baseline,3,0.3,,25,0.10185168538345699
baseline,3,0.3,,26,0.044155630811469386
baseline,3,0.3,,27,0.055698677865238425
baseline,3,0.3,,28,0.053447245851714634
baseline,3,0.3,,29,0.06232096441360071
baseline,3,0.3,,30,0.09920240776222797
baseline,3,0.3,,31,0.06407454903143431
baseline,3,0.3,,32,0.08672183334985475
baseline,3,0.3,,33,0.04606518422957529
baseline,3,0.3,,34,0.07455914424276223
baseline,3,0.3,,35,0.06806464460014384
baseline,3,0.3,,36,0.07781385991631079
baseline,3,0.3,,37,0.06007721379925745
baseline,3,0.3,,38,0.10548452999945722
baseline,3,0.3,,39,0.0752064020159508
baseline,3,0.3,,40,0.04809939334695168
baseline,3,0.3,,41,0.042822197565142744
baseline,3,0.3,,42,0.0716881907816698
baseline,3,0.3,,43,0.06677565694303651
baseline,3,0.3,,44,0.06818199389661284
baseline,3,0.3,,45,0.07369152772005833
baseline,3,0.3,,46,0.05999807895056178
baseline,3,0.3,,47,0.07721729120857722
baseline,3,0.3,,48,0.04883060229637325
baseline,3,0.3,,49,0.07179792313771452
rftl_s_prec,3,0.3,1.0,0,0.6222222222222222
rftl_s_prec,3,0.3,1.0,1,0.6222222222222222
rftl_s_prec,3,0.3,1.0,2,0.6222222222222222
rftl_s_prec,3,0.3,1.0,3,0.6222222222222222
rftl_s_prec,3,0.3,1.0,4,0.6222222222222222
rftl_s_prec,3,0.3,1.0,5,0.6222222222222222
rftl_s_prec,3,0.3,1.0,6,0.6222222222222222
rftl_s_prec,3,0.3,1.0,7,0.6222222222222222
rftl_s_prec,3,0.3,1.0,8,0.6222222222222222
rftl_s_prec,3,0.3,1.0,9,0.6222222222222222
rftl_s_prec,3,0.3,1.0,10,0.6222222222222222
rftl_s_prec,3,0.3,1.0,11,0.6222222222222222
rftl_s_prec,3,0.3,1.0,12,0.6222222222222222
rftl_s_prec,3,0.3,1.0,13,0.6222222222222222
rftl_s_prec,3,0.3,1.0,14,0.6222222222222222
rftl_s_prec,3,0.3,1.0,15,0.6222222222222222
rftl_s_prec,3,0.3,1.0,16,0.6222222222222222
rftl_s_prec,3,0.3,1.0,17,0.6222222222222222
rftl_s_prec,3,0.3,1.0,18,0.6222222222222222
rftl_s_prec,3,0.3,1.0,19,0.6222222222222222
rftl_s_prec,3,0.3,1.0,20,0.6222222222222222
rftl_s_prec,3,0.3,1.0,21,0.6222222222222222
rftl_s_prec,3,0.3,1.0,22,0.6222222222222222
rftl_s_prec,3,0.3,1.0,23,0.6222222222222222
rftl_s_prec,3,0.3,1.0,24,0.6222222222222222
rftl_s_prec,3,0.3,1.0,25,0.6222222222222222
rftl_s_prec,3,0.3,1.0,26,0.6222222222222222
rftl_s_prec,3,0.3,1.0,27,0.6222222222222222
rftl_s_prec,3,0.3,1.0,28,0.6222222222222222
rftl_s_prec,3,0.3,1.0,29,0.6222222222222222
rftl_s_prec,3,0.3,1.0,30,0.6222222222222222
rftl_s_prec,3,0.3,1.0,31,0.6222222222222222
rftl_s_prec,3,0.3,1.0,32,0.6222222222222222
rftl_s_prec,3,0.3,1.0,33,0.6222222222222222
rftl_s_prec,3,0.3,1.0,34,0.6222222222222222
rftl_s_prec,3,0.3,1.0,35,0.6222222222222222
rftl_s_prec,3,0.3,1.0,36,0.6222222222222222
rftl_s_prec,3,0.3,1.0,37,0.6222222222222222
rftl_s_prec,3,0.3,1.0,38,0.6222222222222222
rftl_s_prec,3,0.3,1.0,39,0.6222222222222222
rftl_s_prec,3,0.3,1.0,40,0.6222222222222222
rftl_s_prec,3,0.3,1.0,41,0.6222222222222222
rftl_s_prec,3,0.3,1.0,42,0.6222222222222222
rftl_s_prec,3,0.3,1.0,43,0.6222222222222222
rftl_s_prec,3,0.3,1.0,44,0.6222222222222222
rftl_s_prec,3,0.3,1.0,45,0.6222222222222222
rftl_s_prec,3,0.3,1.0,46,0.6222222222222222
rftl_s_prec,3,0.3,1.0,47,0.6222222222222222
rftl_s_prec,3,0.3,1.0,48,0.6222222222222222
rftl_s_prec,3,0.3,1.0,49,0.6222222222222222
rftl_s_rec,3,0.3,1.0,0,1.0
rftl_s_rec,3,0.3,1.0,1,1.0
rftl_s_rec,3,0.3,1.0,2,1.0
rftl_s_rec,3,0.3,1.0,3,1.0
rftl_s_rec,3,0.3,1.0,4,1.0
rftl_s_rec,3,0.3,1.0,5,1.0
rftl_s_rec,3,0.3,1.0,6,1.0
rftl_s_rec,3,0.3,1.0,7,1.0
rftl_s_rec,3,0.3,1.0,8,1.0
rftl_s_rec,3,0.3,1.0,9,1.0
rftl_s_rec,3,0.3,1.0,10,1.0
rftl_s_rec,3,0.3,1.0,11,1.0
rftl_s_rec,3,0.3,1.0,12,1.0
rftl_s_rec,3,0.3,1.0,13,1.0
rftl_s_rec,3,0.3,1.0,14,1.0
rftl_s_rec,3,0.3,1.0,15,1.0
rftl_s_rec,3,0.3,1.0,16,1.0
rftl_s_rec,3,0.3,1.0,17,1.0
rftl_s_rec,3,0.3,1.0,18,1.0
rftl_s_rec,3,0.3,1.0,19,1.0
rftl_s_rec,3,0.3,1.0,20,1.0
rftl_s_rec,3,0.3,1.0,21,1.0
rftl_s_rec,3,0.3,1.0,22,1.0
rftl_s_rec,3,0.3,1.0,23,1.0
rftl_s_rec,3,0.3,1.0,24,1.0
rftl_s_rec,3,0.3,1.0,25,1.0
rftl_s_rec,3,0.3,1.0,26,1.0
rftl_s_rec,3,0.3,1.0,27,1.0
rftl_s_rec,3,0.3,1.0,28,1.0
rftl_s_rec,3,0.3,1.0,29,1.0
rftl_s_rec,3,0.3,1.0,30,1.0
rftl_s_rec,3,0.3,1.0,31,1.0
rftl_s_rec,3,0.3,1.0,32,1.0
rftl_s_rec,3,0.3,1.0,33,1.0
rftl_s_rec,3,0.3,1.0,34,1.0
rftl_s_rec,3,0.3,1.0,35,1.0
rftl_s_rec,3,0.3,1.0,36,1.0
rftl_s_rec,3,0.3,1.0,37,1.0
rftl_s_rec,3,0.3,1.0,38,1.0
rftl_s_rec,3,0.3,1.0,39,1.0
rftl_s_rec,3,0.3,1.0,40,1.0
rftl_s_rec,3,0.3,1.0,41,1.0
rftl_s_rec,3,0.3,1.0,42,1.0
rftl_s_rec,3,0.3,1.0,43,1.0
rftl_s_rec,3,0.3,1.0,44,1.0
rftl_s_rec,3,0.3,1.0,45,1.0
rftl_s_rec,3,0.3,1.0,46,1.0
rftl_s_rec,3,0.3,1.0,47,1.0
rftl_s_rec,3,0.3,1.0,48,1.0
rftl_s_rec,3,0.3,1.0,49,1.0
rftl_s,3,0.3,1.0,0,0.0791284584020176
rftl_s,3,0.3,1.0,1,0.039508517150713136
rftl_s,3,0.3,1.0,2,0.08844280385954009
rftl_s,3,0.3,1.0,3,0.08347010874925864
rftl_s,3,0.3,1.0,4,0.06369188186355615
rftl_s,3,0.3,1.0,5,0.08121732292393306
rftl_s,3,0.3,1.0,6,0.06592045833675468
rftl_s,3,0.3,1.0,7,0.042126031532348104
rftl_s,3,0.3,1.0,8,0.05438397998593413
rftl_s,3,0.3,1.0,9,0.07046225691011966
rftl_s,3,0.3,1.0,10,0.08268481831886229
rftl_s,3,0.3,1.0,11,0.08948850988524333
rftl_s,3,0.3,1.0,12,0.061553964963087175
rftl_s,3,0.3,1.0,13,0.06554185580427403
rftl_s,3,0.3,1.0,14,0.07244489346980541
rftl_s,3,0.3,1.0,15,0.07434382748980632
rftl_s,3,0.3,1.0,16,0.06234449741579103
rftl_s,3,0.3,1.0,17,0.08716227934360016
rftl_s,3,0.3,1.0,18,0.07636706651203501
rftl_s,3,0.3,1.0,19,0.04440708105611126
rftl_s,3,0.3,1.0,20,0.07648536858237227
rftl_s,3,0.3,1.0,21,0.07816398722852008
rftl_s,3,0.3,1.0,22,0.03911702239986973
rftl_s,3,0.3,1.0,23,0.04871673859850441
rftl_s,3,0.3,1.0,24,0.06591494777315075
rftl_s,3,0.3,1.0,25,0.07086376488016426
rftl_s,3,0.3,1.0,26,0.05409436243965193
rftl_s,3,0.3,1.0,27,0.07078844333917783
rftl_s,3,0.3,1.0,28,0.11592637853284572
rftl_s,3,0.3,1.0,29,0.04300195043762148
rftl_s,3,0.3,1.0,30,0.04694954407377229
rftl_s,3,0.3,1.0,31,0.0582384615203572
rftl_s,3,0.3,1.0,32,0.05018859769638969
rftl_s,3,0.3,1.0,33,0.07244686225329701
rftl_s,3,0.3,1.0,34,0.0697798228978864
rftl_s,3,0.3,1.0,35,0.08169068427917983
rftl_s,3,0.3,1.0,36,0.08407985090361354
rftl_s,3,0.3,1.0,37,0.06081875959362613
rftl_s,3,0.3,1.0,38,0.07013223552973986
rftl_s,3,0.3,1.0,39,0.0549428194020984
rftl_s,3,0.3,1.0,40,0.05765805468631806
rftl_s,3,0.3,1.0,41,0.05117711461023792
rftl_s,3,0.3,1.0,42,0.074271175909395
rftl_s,3,0.3,1.0,43,0.059994873744807144
rftl_s,3,0.3,1.0,44,0.054690290358200104
rftl_s,3,0.3,1.0,45,0.07718729524808886
rftl_s,3,0.3,1.0,46,0.05939982701623186
rftl_s,3,0.3,1.0,47,0.06923774893618379
rftl_s,3,0.3,1.0,48,0.06407752495894455
rftl_s,3,0.3,1.0,49,0.07491684212117734
rftl_s_prec,3,0.3,1.345,0,0.7777777777777778
rftl_s_prec,3,0.3,1.345,1,0.8
rftl_s_prec,3,0.3,1.345,2,0.7567567567567568
rftl_s_prec,3,0.3,1.345,3,0.7
rftl_s_prec,3,0.3,1.345,4,0.875
rftl_s_prec,3,0.3,1.345,5,0.9655172413793104
rftl_s_prec,3,0.3,1.345,6,1.0
rftl_s_prec,3,0.3,1.345,7,0.8
rftl_s_prec,3,0.3,1.345,8,0.8
rftl_s_prec,3,0.3,1.345,9,0.717948717948718
rftl_s_prec,3,0.3,1.345,10,0.8484848484848485
rftl_s_prec,3,0.3,1.345,11,0.717948717948718
rftl_s_prec,3,0.3,1.345,12,0.7777777777777778
rftl_s_prec,3,0.3,1.345,13,0.7
rftl_s_prec,3,0.3,1.345,14,0.8
rftl_s_prec,3,0.3,1.345,15,0.8484848484848485
rftl_s_prec,3,0.3,1.345,16,0.875
rftl_s_prec,3,0.3,1.345,17,0.8
rftl_s_prec,3,0.3,1.345,18,0.7368421052631579
rftl_s_prec,3,0.3,1.345,19,0.717948717948718
rftl_s_prec,3,0.3,1.345,20,0.6829268292682927
rftl_s_prec,3,0.3,1.345,21,0.875
rftl_s_prec,3,0.3,1.345,22,0.7777777777777778
rftl_s_prec,3,0.3,1.345,23,0.9655172413793104
rftl_s_prec,3,0.3,1.345,24,0.7567567567567568
rftl_s_prec,3,0.3,1.345,25,0.717948717948718
rftl_s_prec,3,0.3,1.345,26,0.875
rftl_s_prec,3,0.3,1.345,27,0.7777777777777778
rftl_s_prec,3,0.3,1.345,28,0.7567567567567568
rftl_s_prec,3,0.3,1.345,29,0.875
rftl_s_prec,3,0.3,1.345,30,0.6829268292682927
rftl_s_prec,3,0.3,1.345,31,0.7368421052631579
rftl_s_prec,3,0.3,1.345,32,0.7368421052631579
rftl_s_prec,3,0.3,1.345,33,0.8
rftl_s_prec,3,0.3,1.345,34,0.7567567567567568
rftl_s_prec,3,0.3,1.345,35,0.7368421052631579
rftl_s_prec,3,0.3,1.345,36,0.9655172413793104
rftl_s_prec,3,0.3,1.345,37,0.8235294117647058
rftl_s_prec,3,0.3,1.345,38,0.9333333333333333
rftl_s_prec,3,0.3,1.345,39,0.9032258064516129
rftl_s_prec,3,0.3,1.345,40,0.9032258064516129
rftl_s_prec,3,0.3,1.345,41,0.8
rftl_s_prec,3,0.3,1.345,42,0.9032258064516129
rftl_s_prec,3,0.3,1.345,43,0.8
rftl_s_prec,3,0.3,1.345,44,0.8
rftl_s_prec,3,0.3,1.345,45,0.7368421052631579
rftl_s_prec,3,0.3,1.345,46,0.9032258064516129
rftl_s_prec,3,0.3,1.345,47,0.6666666666666666
rftl_s_prec,3,0.3,1.345,48,0.8
rftl_s_prec,3,0.3,1.345,49,0.8484848484848485
rftl_s_rec,3,0.3,1.345,0,1.0
rftl_s_rec,3,0.3,1.345,1,1.0
rftl_s_rec,3,0.3,1.345,2,1.0
rftl_s_rec,3,0.3,1.345,3,1.0
rftl_s_rec,3,0.3,1.345,4,1.0
rftl_s_rec,3,0.3,1.345,5,1.0
rftl_s_rec,3,0.3,1.345,6,1.0
rftl_s_rec,3,0.3,1.345,7,1.0
rftl_s_rec,3,0.3,1.345,8,1.0
rftl_s_rec,3,0.3,1.345,9,1.0
rftl_s_rec,3,0.3,1.345,10,1.0
rftl_s_rec,3,0.3,1.345,11,1.0
rftl_s_rec,3,0.3,1.345,12,1.0
rftl_s_rec,3,0.3,1.345,13,1.0
rftl_s_rec,3,0.3,1.345,14,1.0
rftl_s_rec,3,0.3,1.345,15,1.0
rftl_s_rec,3,0.3,1.345,16,1.0
rftl_s_rec,3,0.3,1.345,17,1.0
rftl_s_rec,3,0.3,1.345,18,1.0
rftl_s_rec,3,0.3,1.345,19,1.0
