method,mode,pi_s,huber_k,repeat,selected_rank,mape,median,q25,q75,mape_user0,median_user0,mape_user1,median_user1,mape_user2,median_user2,value
oracle,stripe,1.0,,1,"[4, 4, 5]",0.11352216936993788,0.09264992328656427,0.05576918860698816,0.13259924774991372,0.18985816486296175,0.16906335396853517,0.07477421115402601,0.08600714577407835,0.0759341320928258,0.06683110487632764,
oracle,stripe,1.0,,2,"[3, 3, 4]",0.14206986594101428,0.09216017282830923,0.04814052825829826,0.24846362760289678,0.2885196986691244,0.27808501841077726,0.06666766148802776,0.06389656205269395,0.07102223766589078,0.06523738798538514,
oracle,stripe,1.0,,3,"[4, 4, 5]",0.1159866181334854,0.04229177808201555,0.018553021447866944,0.19881344090184813,0.2804816479113921,0.31692115947679966,0.03399212204744782,0.02512561353002114,0.0334860844416163,0.019057201358764653,
oracle,stripe,1.0,,4,"[3, 3, 4]",0.11034181508164652,0.08132785037703541,0.04031239410072954,0.16156093596478766,0.19106907998147266,0.2103956789346243,0.07162727913182047,0.06761264166920535,0.06832908613164647,0.045618299653932846,
baseline,stripe,1.0,,0,"[4, 4, 5]",0.07309083276281474,0.06617770603348427,0.02986324706674951,0.09415195850863224,0.05857603537782635,0.039754328496003744,0.08070649005285176,0.07094348359363728,0.07998997285776609,0.08524658701060395,
baseline,stripe,1.0,,1,"[3, 3, 4]",0.07090051472800091,0.06415524005001513,0.029500172602268178,0.09175813541528358,0.05634008860679015,0.06119212652143503,0.09947442544211535,0.08772796656354762,0.05688703013509726,0.05348873195289537,
baseline,stripe,1.0,,2,"[3, 3, 4]",0.0620578315767858,0.04654708212495814,0.029671446472469033,0.08005642337610808,0.044595211553396616,0.03871891727123772,0.06419676010392347,0.05252208314820149,0.07738152307303733,0.058940241126678,
baseline,stripe,1.0,,3,"[3, 3, 4]",0.07394879499579957,0.07018254850054267,0.02886210042775662,0.10449239685527173,0.07366390741515202,0.07306688324805213,0.07699483095533154,0.06221842187606945,0.07118764661691512,0.07406521170745964,
baseline,stripe,1.0,,4,"[3, 3, 4]",0.07482353561179923,0.0720137380578122,0.04692879733590473,0.09249908932120576,0.07268531870141501,0.07626844929490376,0.07674906716846217,0.07193944758119353,0.07503622096552057,0.0720137380578122,
rftl_s_prec,stripe,1.0,3.0,0,,,,,,,,,,,,0.0
rftl_s_prec,stripe,1.0,3.0,1,,,,,,,,,,,,0.0
rftl_s_prec,stripe,1.0,3.0,2,,,,,,,,,,,,0.0
rftl_s_prec,stripe,1.0,3.0,3,,,,,,,,,,,,0.0
rftl_s_prec,stripe,1.0,3.0,4,,,,,,,,,,,,0.0
rftl_s_rec,stripe,1.0,3.0,0,,,,,,,,,,,,0.0
rftl_s_rec,stripe,1.0,3.0,1,,,,,,,,,,,,0.0
rftl_s_rec,stripe,1.0,3.0,2,,,,,,,,,,,,0.0
rftl_s_rec,stripe,1.0,3.0,3,,,,,,,,,,,,0.0
rftl_s_rec,stripe,1.0,3.0,4,,,,,,,,,,,,0.0
